,id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,hardship_flag,disbursement_method,debt_settlement_flag
249,37781802,16950,16950,16950, 60 months,22.99,477.74,F,F1,RENT,50000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37781802,debt_consolidation,700xx,LA,38.74,3,Dec-90,685,689,0,11,0,17778,49.2,25,f,0,0,24893.19515,24893.2,16950,7943.2,0,0,0,May-17,12037.52,Dec-17,689,685,0,1,Individual,0,0,0,0,0,N,Cash,N
250,37701740,13425,13425,13425, 60 months,15.99,326.4,D,D2,MORTGAGE,80000,Not Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37701740,debt_consolidation,935xx,CA,6.14,0,Dec-97,670,674,0,15,0,12316,49.9,29,w,6901.24,6901.24,11412.07,11412.07,6523.76,4888.31,0,0,0,Dec-17,326.4,Dec-17,754,750,0,1,Individual,0,0,0,0,0,N,Cash,N
251,37841694,6000,6000,6000, 36 months,12.39,200.41,C,C1,MORTGAGE,93000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37841694,other,069xx,CT,16.49,0,Aug-89,715,719,0,10,0,48219,78.8,31,f,0,0,6683.93,6683.93,6000,683.93,0,0,0,Jan-16,4086.86,Dec-17,719,715,0,1,Individual,0,0,0,0,0,N,Cash,N
252,37661655,2000,2000,2000, 36 months,12.99,67.38,C,C2,MORTGAGE,60000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37661655,debt_consolidation,300xx,GA,17.2,1,Nov-92,675,679,1,8,0,12958,47.3,17,f,0,0,2422.714387,2422.71,2000,422.71,0,0,0,Dec-17,67.3,Dec-17,649,645,0,1,Individual,0,0,0,0,0,N,Cash,N
253,37801612,26150,26150,26150, 60 months,19.99,692.67,E,E3,MORTGAGE,57000,Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37801612,debt_consolidation,020xx,MA,15.37,0,Dec-98,770,774,0,10,0,15471,43.8,15,f,0,0,35779.69557,35779.7,26150,9629.7,0,0,0,Feb-17,19184.66,Dec-17,704,700,0,1,Individual,0,0,0,0,0,N,Cash,N
254,37701724,2500,2500,2500, 36 months,12.99,84.23,C,C2,RENT,66000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37701724,medical,200xx,DC,21.74,0,Dec-03,660,664,1,12,0,5506,76.5,27,f,0,0,2806.709741,2806.71,2500,306.71,0,0,0,Feb-16,1799.56,Feb-16,674,670,0,1,Individual,0,0,0,0,0,N,Cash,N
255,33341779,12000,12000,12000, 60 months,14.31,281.16,C,C4,MORTGAGE,60000,Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=33341779,credit_card,450xx,OH,5.74,0,Dec-05,665,669,1,4,0,15185,79.9,5,f,0,0,13078.51,13078.51,12000,1078.51,0,0,0,Jul-15,11410.63,Feb-17,674,670,0,1,Individual,0,0,0,0,0,N,Cash,N
256,35823892,23925,23925,23925, 60 months,18.54,614.59,E,E1,MORTGAGE,65000,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=35823892,debt_consolidation,125xx,NY,24.8,0,Oct-95,715,719,1,10,0,23297,48.1,31,w,12675.35,12675.35,21485.2,21485.2,11249.65,10235.55,0,0,0,Dec-17,614.59,Dec-17,654,650,0,1,Individual,0,0,0,0,0,N,Cash,N
257,37601820,5500,5500,5500, 36 months,6.99,169.8,A,A3,MORTGAGE,58000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37601820,debt_consolidation,752xx,TX,23.17,0,Nov-94,725,729,0,7,0,50555,79.2,20,w,0,0,6109.698006,6109.7,5500,609.7,0,0,0,Dec-17,338.64,Nov-17,719,715,0,1,Individual,0,0,0,0,0,N,Cash,N
258,37601819,9600,9600,9600, 36 months,14.99,332.75,C,C5,RENT,47000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37601819,credit_card,300xx,GA,4.16,0,Jul-08,660,664,0,4,0,5878,84,5,f,0,0,11971.49555,11971.5,9600,2371.5,0,0,0,Dec-17,665.99,Dec-17,709,705,0,1,Individual,0,0,0,0,0,N,Cash,N
259,37771756,12000,12000,12000, 36 months,7.49,373.22,A,A4,MORTGAGE,80000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37771756,debt_consolidation,070xx,NJ,11.57,0,Jul-99,715,719,0,8,0,19072,48.9,34,w,0,0,12729.28,12729.28,12000,729.28,0,0,0,Dec-15,9007.07,Jul-17,784,780,0,1,Individual,0,0,0,0,0,N,Cash,N
260,37630961,15000,15000,15000, 60 months,11.99,333.6,B,B5,OWN,64000,Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37630961,debt_consolidation,913xx,CA,13.73,0,Feb-84,720,724,1,14,0,28076,39.6,25,w,7087.34,7087.34,11989.62,11989.62,7912.66,4076.96,0,0,0,Dec-17,333.6,Dec-17,754,750,0,1,Individual,0,0,0,0,0,N,Cash,N
261,37801349,13225,13225,13225, 60 months,22.99,372.75,F,F1,OWN,60000,Source Verified,Dec-14,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37801349,debt_consolidation,089xx,NJ,25,0,Nov-91,735,739,1,7,0,999,10.2,10,f,0,0,8166.72,8166.72,3228.78,4937.94,0,0,0,Oct-16,372.75,Dec-17,569,565,0,1,Individual,0,0,0,0,0,N,Cash,N
262,37820667,27000,27000,27000, 60 months,11.44,592.99,B,B4,OWN,120000,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37820667,home_improvement,067xx,CT,1.42,0,Apr-95,785,789,0,14,0,5949,5.9,45,w,8951.17,8951.17,24520.33,24520.33,18048.83,6471.5,0,0,0,Dec-17,592.99,Dec-17,784,780,0,1,Individual,0,0,0,0,0,N,Cash,N
263,37811804,6000,6000,6000, 36 months,12.39,200.41,C,C1,MORTGAGE,66000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37811804,debt_consolidation,028xx,RI,26.49,1,Oct-99,675,679,0,9,0,23576,93.2,32,f,0,0,7134.314182,7134.31,6000,1134.31,0,0,0,Mar-17,1931.91,Dec-17,694,690,0,1,Individual,0,0,0,0,0,N,Cash,N
264,37811787,35000,35000,35000, 36 months,8.19,1099.85,A,A5,OWN,148000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37811787,debt_consolidation,140xx,NY,5.12,0,Feb-01,735,739,0,6,0,26414,82.5,24,w,0,0,39562.47179,39562.47,35000,4562.47,0,0,0,Dec-17,1099.57,Dec-17,799,795,0,1,Individual,0,0,0,0,0,N,Cash,N
265,37791691,15000,15000,15000, 36 months,11.44,494.22,B,B4,RENT,46000,Source Verified,Dec-14,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37791691,credit_card,984xx,WA,26.77,0,Apr-98,685,689,0,6,2,4564,69.2,17,f,0,0,4795.82,4795.82,1789.9,662.13,0,2343.79,421.8822,May-15,494.22,Oct-16,504,500,0,1,Individual,0,0,0,1,0,N,Cash,N
266,37751794,12000,12000,12000, 36 months,11.99,398.52,B,B5,RENT,68200,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37751794,other,944xx,CA,17.75,0,Jun-93,725,729,1,8,0,17695,78.6,14,f,0,0,13662.98,13662.98,12000,1662.98,0,0,0,May-16,7302.65,Jun-16,719,715,0,1,Individual,0,0,0,0,0,N,Cash,N
267,37801815,10000,10000,10000, 60 months,13.66,230.93,C,C3,MORTGAGE,90000,Not Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37801815,credit_card,331xx,FL,14.8,0,Dec-02,670,674,0,11,0,18535,94.6,26,f,4825.46,4825.46,8298.3,8298.3,5174.54,3123.76,0,0,0,Dec-17,230.93,Dec-17,649,645,0,1,Individual,0,0,0,0,0,N,Cash,N
268,37650565,12800,12800,12800, 36 months,12.99,431.23,C,C2,MORTGAGE,51000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37650565,debt_consolidation,660xx,KS,12.75,0,Feb-04,665,669,1,5,1,7390,84,14,f,0,0,14471.75,14471.75,12800,1671.75,0,0,0,Mar-16,8884.23,Dec-17,694,690,0,1,Individual,0,0,0,0,0,N,Cash,N
269,31396726,34000,34000,34000, 36 months,11.99,1129.13,B,B5,MORTGAGE,130000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=31396726,credit_card,114xx,NY,24.78,1,Dec-98,685,689,2,25,0,130343,69,39,w,0,0,40603.12803,40603.13,34000,6603.13,0,0,0,Dec-17,1128.88,Dec-17,734,730,0,1,Individual,0,0,0,0,0,N,Cash,N
270,37821702,4000,4000,4000, 36 months,11.99,132.84,B,B5,RENT,125000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37821702,other,282xx,NC,11.55,0,Mar-99,695,699,0,5,0,40282,99.5,17,f,0,0,4514.08,4514.08,4000,514.08,0,0,0,Mar-16,2659.65,Apr-16,689,685,0,1,Individual,0,0,0,0,0,N,Cash,N
271,37751815,13475,13475,13475, 36 months,17.86,486.21,D,D5,RENT,45000,Source Verified,Dec-14,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37751815,debt_consolidation,921xx,CA,17.07,0,Nov-97,670,674,2,20,0,18175,67.1,31,f,0,0,14559.56,14559.56,10703.97,3855.59,0,0,0,Jun-17,486.21,Nov-17,594,590,0,1,Individual,0,0,0,0,0,N,Cash,N
272,37831666,14000,14000,14000, 36 months,10.49,454.97,B,B3,MORTGAGE,47207,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37831666,debt_consolidation,993xx,WA,27.13,0,Aug-06,675,679,0,21,0,7363,49.4,34,f,0,0,16293.37215,16293.37,14000,2293.37,0,0,0,Aug-17,2245.55,Aug-17,704,700,0,1,Individual,0,0,0,0,0,N,Cash,N
273,37811463,2600,2600,2600, 36 months,7.49,80.87,A,A4,OWN,60000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37811463,credit_card,191xx,PA,9.56,1,Jan-99,750,754,0,12,0,20091,34.5,22,f,0,0,2674.93,2674.93,2600,74.93,0,0,0,May-15,2353.61,Oct-17,744,740,0,1,Individual,0,0,0,0,0,N,Cash,N
274,37711705,23325,23325,23325, 60 months,21.99,644.08,E,E5,OWN,55664,Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37711705,home_improvement,900xx,CA,12.46,1,Dec-89,675,679,0,14,0,33083,74.5,33,f,0,0,31381.34004,31381.34,23325,8056.34,0,0,0,Sep-16,18556.73,Oct-16,669,665,0,1,Individual,0,0,0,0,0,N,Cash,N
275,37621731,11500,11500,11500, 36 months,10.49,373.73,B,B3,RENT,40000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37621731,debt_consolidation,220xx,VA,25.17,0,Aug-04,700,704,1,7,0,14986,101.3,10,f,0,0,12653.26054,12653.26,11500,1153.26,0,0,0,Oct-16,292.93,Oct-16,724,720,0,1,Individual,0,0,0,0,0,N,Cash,N
276,37761717,20000,20000,20000, 36 months,8.67,632.93,B,B1,RENT,60000,Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37761717,credit_card,466xx,IN,27.76,0,Feb-01,705,709,1,25,0,2471,9.1,41,f,0,0,20615.6,20615.6,20000,615.6,0,0,0,Apr-15,18736.08,Jan-17,694,690,0,1,Individual,0,0,0,0,0,N,Cash,N
277,37681700,7675,7675,7675, 36 months,14.31,263.48,C,C4,RENT,26880,Source Verified,Dec-14,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37681700,debt_consolidation,983xx,WA,22.59,2,Jul-07,670,674,1,4,0,2101,28.4,15,f,0,0,778.24,778.24,522.04,256.2,0,0,0,Mar-15,263.48,Feb-17,629,625,0,1,Individual,0,0,0,0,0,N,Cash,N
278,37691744,7000,7000,7000, 36 months,14.99,242.63,C,C5,RENT,20000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37691744,car,752xx,TX,6.78,0,May-02,715,719,1,3,0,2699,69.2,5,f,0,0,8707.267572,8707.27,7000,1707.27,0,0,0,Sep-17,954.77,Oct-17,739,735,0,1,Individual,0,0,0,0,0,N,Cash,N
279,37711739,25000,25000,25000, 60 months,10.49,537.23,B,B3,MORTGAGE,75000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37711739,debt_consolidation,926xx,CA,23.05,0,Dec-86,685,689,0,17,0,136600,74.3,27,w,0,0,28196.44,28196.44,25000,3196.44,0,0,0,May-16,20152.56,Dec-17,744,740,0,1,Individual,0,0,0,0,0,N,Cash,N
280,37781808,9000,9000,9000, 36 months,12.99,303.21,C,C2,RENT,50000,Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37781808,small_business,902xx,CA,37.25,0,May-92,660,664,0,7,2,12193,76.2,26,f,0,0,10902.22974,10902.23,9000,1902.23,0,0,0,Dec-17,302.87,Dec-17,669,665,0,1,Individual,0,0,0,1,0,N,Cash,N
281,37751780,10000,10000,10000, 36 months,12.99,336.9,C,C2,MORTGAGE,44000,Not Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37751780,debt_consolidation,494xx,MI,30.03,0,Jul-91,665,669,0,12,1,5527,34.3,26,f,338.2,338.2,11777.07,11777.07,9661.8,2115.27,0,0,0,Dec-17,336.9,Dec-17,719,715,0,1,Individual,0,0,0,0,0,N,Cash,N
282,37701695,7500,7500,7500, 36 months,12.39,250.51,C,C1,RENT,75132,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37701695,moving,921xx,CA,6.01,1,Apr-09,765,769,0,6,0,1399,3.5,8,f,0,0,8820.741039,8820.74,7500,1320.74,0,0,0,Dec-16,3304.19,Dec-16,734,730,0,1,Individual,0,0,0,0,0,N,Cash,N
283,37821675,6000,6000,6000, 36 months,12.39,200.41,C,C1,RENT,38000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37821675,debt_consolidation,112xx,NY,8.39,0,Dec-10,665,669,1,8,0,8031,62.3,8,f,0,0,6317.76,6317.76,6000,317.76,0,0,0,Jul-15,2524.38,Sep-17,749,745,0,1,Individual,0,0,0,0,0,N,Cash,N
284,37771728,4800,4800,4800, 36 months,14.31,164.78,C,C4,OWN,28500,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37771728,debt_consolidation,294xx,SC,7.12,0,Mar-95,670,674,0,2,0,394,26.3,9,f,0,0,5917.707096,5917.71,4800,1117.71,0,0,0,Sep-17,652.38,Dec-17,654,650,0,1,Individual,0,0,0,0,0,N,Cash,N
285,37671710,20000,20000,20000, 60 months,11.44,439.25,B,B4,RENT,80000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37671710,credit_card,190xx,PA,25.46,0,Oct-99,665,669,0,13,2,14722,76.7,23,w,0,0,25026.91473,25026.91,20000,5026.91,0,0,0,Nov-17,10557.08,Nov-17,724,720,0,1,Individual,0,0,0,1,0,N,Cash,N
286,37741668,12000,12000,12000, 60 months,19.24,312.88,E,E2,RENT,91000,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37741668,debt_consolidation,761xx,TX,10.02,1,Apr-95,695,699,0,9,0,6880,38.7,33,w,6192.1,6192.1,11238.03,11238.03,5807.9,5430.13,0,0,0,Dec-17,312.88,Dec-17,574,570,0,1,Individual,0,0,0,0,0,N,Cash,N
287,37741676,3500,3500,3500, 36 months,11.44,115.32,B,B4,RENT,39500,Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37741676,vacation,606xx,IL,14.71,0,Nov-02,730,734,0,13,0,3763,8.9,30,f,0,0,3766.52,3766.52,3499.99,266.53,0,0,0,Jan-16,13.13,Jan-16,759,755,0,1,Individual,0,0,0,0,0,N,Cash,N
288,37771735,2000,2000,2000, 36 months,12.39,66.81,C,C1,RENT,26000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37771735,other,708xx,LA,13.43,0,Aug-05,680,684,0,13,0,13570,87,20,f,0,0,2237.39,2237.39,2000,237.39,0,0,0,Jan-16,1438.42,Dec-17,669,665,0,1,Individual,0,0,0,0,0,N,Cash,N
289,37811728,16150,16150,16150, 36 months,18.54,588.25,E,E1,OWN,47500,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37811728,debt_consolidation,756xx,TX,39.21,0,Mar-07,710,714,0,9,0,8957,97.4,14,f,0,0,21143.50968,21143.51,16150,4993.51,0,0,0,Dec-17,588.03,Dec-17,789,785,0,1,Individual,0,0,0,0,0,N,Cash,N
290,37610762,10000,10000,10000, 36 months,12.39,334.01,C,C1,RENT,98000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37610762,debt_consolidation,074xx,NJ,11.56,0,Jan-00,685,689,0,5,0,8506,64.9,24,f,0,0,11338.07,11338.07,10000,1338.07,0,0,0,Mar-16,6675.7,Dec-17,779,775,0,1,Individual,0,0,0,0,0,N,Cash,N
291,37711575,2000,2000,2000, 36 months,14.99,69.33,C,C5,OWN,21600,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37711575,debt_consolidation,481xx,MI,18.78,2,Jun-97,675,679,2,15,0,9247,61.6,26,f,0,0,2295.267574,2295.27,2000,280.27,15,0,0,Feb-17,21.23,Nov-17,569,565,0,1,Individual,0,0,0,0,0,N,Cash,N
292,11335677,19000,19000,19000, 36 months,12.39,634.62,C,C1,MORTGAGE,67000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=11335677,debt_consolidation,463xx,IN,12.93,0,May-04,665,669,2,19,0,16363,46.2,36,f,0,0,22820.02555,22820.03,19000,3820.03,0,0,0,Dec-17,634.49,Dec-17,774,770,0,1,Individual,0,0,0,0,0,N,Cash,N
293,37791711,11675,11675,11675, 36 months,14.31,400.79,C,C4,RENT,32500,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37791711,debt_consolidation,282xx,NC,30.95,0,Jun-06,700,704,0,17,0,15556,48.9,18,w,397.95,397.95,14025.05,14025.05,11277.05,2748,0,0,0,Dec-17,400.79,Dec-17,629,625,0,1,Individual,0,0,0,0,0,N,Cash,N
294,37611597,6000,6000,6000, 36 months,12.99,202.14,C,C2,RENT,23000,Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37611597,credit_card,282xx,NC,8.82,0,Oct-96,660,664,2,8,1,5938,47.5,25,f,0,0,7249.310653,7249.31,6000,1249.31,0,0,0,Aug-17,1189.44,Dec-17,719,715,0,1,Individual,0,0,0,1,0,N,Cash,N
295,37811578,16000,16000,16000, 60 months,11.44,351.4,B,B4,MORTGAGE,64000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37811578,credit_card,333xx,FL,15.09,1,Sep-97,705,709,0,20,0,10467,37.5,30,w,0,0,18913.94,18913.94,16000,2913.94,0,0,0,Nov-16,11544.71,May-17,729,725,0,1,Individual,0,0,0,0,0,N,Cash,N
296,36733172,2650,2650,2650, 36 months,13.66,90.14,C,C3,OWN,60000,Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=36733172,credit_card,939xx,CA,10.26,1,Nov-05,665,669,1,19,0,10411,13.7,28,f,88.85,88.85,3150.88,3150.88,2561.15,589.73,0,0,0,Dec-17,90.14,Dec-17,704,700,0,1,Individual,0,0,0,0,0,N,Cash,N
297,37791710,13000,13000,13000, 60 months,16.49,319.53,D,D3,MORTGAGE,50000,Not Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37791710,other,654xx,MO,16.95,0,Oct-01,730,734,1,14,0,753,7.2,35,w,6496.53,6496.53,11479.26,11479.26,6503.47,4975.79,0,0,0,Dec-17,319.53,Dec-17,739,735,0,1,Individual,0,0,0,0,0,N,Cash,N
298,37651670,15000,15000,15000, 36 months,14.31,514.93,C,C4,MORTGAGE,200000,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37651670,debt_consolidation,297xx,SC,21.39,1,Aug-00,670,674,0,7,0,21546,54.7,26,f,1.81,1.81,18513.63,18513.63,14998.19,3515.44,0,0,0,Dec-17,514.93,Dec-17,629,625,0,1,Individual,0,0,0,0,0,N,Cash,N
299,37841659,4000,4000,4000, 36 months,10.49,130,B,B3,OWN,40000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37841659,home_improvement,891xx,NV,12.45,0,Nov-02,660,664,1,7,1,1467,48.9,24,f,0,0,4569.23,4569.23,4000,569.23,0,0,0,Oct-16,1847.64,Nov-16,679,675,0,1,Individual,0,0,0,1,0,N,Cash,N
300,37681714,12000,12000,12000, 36 months,11.99,398.52,B,B5,RENT,75000,Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37681714,credit_card,113xx,NY,5.87,0,Jul-10,705,709,0,7,0,6047,31.5,11,f,0,0,14330.48906,14330.49,12000,2330.49,0,0,0,Dec-17,398.28,Dec-17,794,790,0,1,Individual,0,0,0,0,0,N,Cash,N
301,37751822,3000,3000,3000, 36 months,15.59,104.87,D,D1,RENT,60000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37751822,vacation,363xx,AL,28.58,0,Dec-06,665,669,1,12,0,17235,68.7,24,f,0,0,3055.38,3055.38,3000,55.38,0,0,0,Jan-15,3060.58,Dec-17,699,695,0,1,Individual,0,0,0,0,0,N,Cash,N
302,37621715,20000,20000,20000, 36 months,11.44,658.95,B,B4,MORTGAGE,65000,Source Verified,Dec-14,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37621715,credit_card,627xx,IL,27.88,0,Apr-99,685,689,1,12,1,13737,58.7,21,w,0,0,18188.13,18188.13,14670.02,3485.16,32.95,0,0,Feb-17,1220.37,Dec-17,644,640,0,1,Individual,0,0,0,0,0,N,Cash,Y
303,37711374,10000,10000,10000, 60 months,14.99,237.85,C,C5,RENT,59000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37711374,debt_consolidation,705xx,LA,13.73,0,Jun-94,705,709,0,9,0,6536,66.7,16,f,0,0,11829.14,11829.14,10000,1829.14,0,0,0,Apr-16,8278.05,May-16,729,725,0,1,Individual,0,0,0,0,0,N,Cash,N
304,37821698,15000,15000,15000, 36 months,11.44,494.22,B,B4,MORTGAGE,580000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37821698,home_improvement,787xx,TX,2.12,0,Aug-06,755,759,0,7,0,3019,54.9,10,f,0,0,16009.56,16009.56,15000,1009.56,0,0,0,Jul-15,13063.31,Feb-16,684,680,0,1,Individual,0,0,0,0,0,N,Cash,N
305,37841687,20000,20000,20000, 60 months,14.99,475.7,C,C5,MORTGAGE,50000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37841687,debt_consolidation,782xx,TX,18.19,0,Nov-93,665,669,0,4,1,7573,86.1,8,w,0,0,23644.93,23644.93,20000,3644.93,0,0,0,May-16,16542.74,Apr-16,669,665,0,1,Individual,0,0,0,0,0,N,Cash,N
306,37731698,2000,2000,2000, 36 months,12.39,66.81,C,C1,MORTGAGE,65000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37731698,credit_card,327xx,FL,29.86,0,Jul-01,695,699,1,10,0,22096,83.4,19,f,0,0,2167.68,2167.68,2000,167.68,0,0,0,Oct-15,1635.95,Dec-17,649,645,0,1,Individual,0,0,0,0,0,N,Cash,N
307,37761751,35000,35000,35000, 60 months,13.66,808.24,C,C3,RENT,90000,Verified,Dec-14,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37761751,debt_consolidation,607xx,IL,13.83,0,Jun-11,675,679,1,10,0,10881,41.8,13,w,0,0,25028.88,25028.88,15132.78,9896.1,0,0,0,Aug-17,808.24,Dec-17,514,510,0,1,Individual,0,0,0,0,0,N,Cash,N
308,37641687,7000,7000,7000, 36 months,12.99,235.83,C,C2,RENT,35000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37641687,home_improvement,463xx,IN,22.94,0,Jun-04,705,709,2,6,2,2543,31,14,f,0,0,7168.64,7168.64,7000,168.64,0,0,0,Feb-15,6942.91,Mar-17,659,655,0,1,Individual,0,0,0,1,1,N,Cash,N
309,37601791,5000,5000,5000, 36 months,12.39,167.01,C,C1,MORTGAGE,55000,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37601791,debt_consolidation,373xx,TN,18.63,4,Aug-86,675,679,0,11,0,3989,51.8,38,f,6.21,6.21,6036.47,6036.47,4993.79,1012.68,30,0,0,Dec-17,167.01,Dec-17,634,630,0,1,Individual,0,0,0,0,0,N,Cash,N
310,37821701,19425,19425,19425, 36 months,16.49,687.64,D,D3,MORTGAGE,67000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37821701,debt_consolidation,321xx,FL,37.54,0,Sep-83,685,689,0,20,0,17027,75,53,f,0,0,24719.16587,24719.17,19425,5294.17,0,0,0,Dec-17,687.36,Dec-17,744,740,0,1,Individual,0,0,0,0,0,N,Cash,N
311,37741195,18450,18450,18450, 60 months,18.54,473.95,E,E1,MORTGAGE,58000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37741195,credit_card,330xx,FL,34.93,0,Sep-93,665,669,1,19,0,16626,27.8,47,f,0,0,23175.40003,23175.4,18450,4725.4,0,0,0,Jun-16,15165.76,Mar-17,814,810,0,1,Individual,0,0,0,0,0,N,Cash,N
